obvod,číslo,název,poř. číslo,"příjmení, jméno, tituly",věk,navrh. strana,polit. přísl.,abs.,v %,pořadí,mandát
1,12,TOP 09,2,Zapletal Jan Mgr.,26,TOP 09,TOP 09,866,"11,62",1,-
3,12,TOP 09,5,Zapletal Ladislav MUDr.,56,TOP 09,TOP 09,648,"11,17",4,-
2,7,Věci veřejné,9,Zatloukalová Jana,28,VV,BEZPP,268,"9,27",-,-
4,12,Koruna Česká (monarch.strana),5,Zendulka Karel,46,KČ,BEZPP,34,"15,11",-,-
4,1,Suverenita-blok J.Bobošíkové,7,Zendulková Kateřina,47,Suveren.,BEZPP,179,"9,03",-,-
2,11,Česká str.sociálně demokrat.,4,Žáček Filip,23,ČSSD,ČSSD,2 135,"11,05",4,*
3,6,Suverenita-blok J.Bobošíkové,3,Žák Vlastimil Ing.,38,Suveren.,BEZPP,181,"11,29",-,-
4,1,Suverenita-blok J.Bobošíkové,5,Žáková Daniela,36,Suveren.,BEZPP,231,"11,65",-,-
1,5,Strana Práv Občanů ZEMANOVCI,3,Žondrová Taťjána MUDr.,64,SPOZ,SPOZ,112,"14,23",-,-
3,8,Křesť.demokr.unie-Čs.str.lid.,8,Žůrková Dagmar Mgr.,61,KDU-ČSL,KDU-ČSL,302,"9,41",-,-
3,5,"Republ.str.Čech,Moravy a Slez.",7,Žůrová Žaneta,26,RSČMS,BEZPP,20,"12,73",-,-
